rarity_score,shared_title_terms,desc_similarity,career_a,primary_a,secondary_a,career_b,primary_b,secondary_b,salary_a,salary_b
8.11,media social,0.053,Social Media Analyst (News),Media & Journalism,"Tech & Engineering,Business & Finance",Social Media Manager Startup,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$35k–$65k
8.11,media social,0.073,Social Media Manager (News Org),Media & Journalism,"Design & Creative,Business & Finance",Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$35k–$65k,$48k–$77k
8.11,media social,0.0,Social Media Manager (News Org),Media & Journalism,"Design & Creative,Business & Finance",Social Media Agency Owner,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$35k–$65k,$45k–$120k
8.11,media social,0.103,Social Media Manager (News Org),Media & Journalism,"Design & Creative,Business & Finance",Social Media Startup Founder,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$35k–$65k,$0–$500k+
8.11,media social,0.054,Social Media Manager (News Org),Media & Journalism,"Design & Creative,Business & Finance",Social Media Monetization Manager,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$35k–$65k,$45k–$85k
8.11,media social,0.143,Social Media Manager (News Org),Media & Journalism,"Design & Creative,Business & Finance",Social Media Strategist,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$35k–$65k,$45k–$75k
8.11,media social,0.023,Social Media Manager (News Org),Media & Journalism,"Design & Creative,Business & Finance",Niche Social Media Brand Owner,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$35k–$65k,$20k–$150k
8.11,media social,0.077,Social Media Manager (News Org),Media & Journalism,"Design & Creative,Business & Finance",Social Media Manager (Startup),Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$35k–$65k,$35k–$65k
8.11,media social,0.05,Social Media Manager (News Org),Media & Journalism,"Design & Creative,Business & Finance",Social Media Manager,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$35k–$65k,$45k–$80k
8.11,media social,0.152,Social Media Manager (News Org),Media & Journalism,"Design & Creative,Business & Finance",Social Media Entrepreneur,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$35k–$65k,$20k–$150k
8.11,media social,0.103,Social Media Manager (News Org),Media & Journalism,"Design & Creative,Business & Finance",Social Media Strategist (Solopreneur),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$35k–$65k,$45k–$150k
8.11,media social,0.083,Social Media Manager (News Org),Media & Journalism,"Design & Creative,Business & Finance",Social Media Commerce Entrepreneur,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",$35k–$65k,$40k–$120k
8.11,media social,0.103,Social Media Manager (News Org),Media & Journalism,"Design & Creative,Business & Finance",Social Media Editor,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$35k–$65k,$40k–$65k
8.11,media social,0.105,Social Media Manager (News Org),Media & Journalism,"Design & Creative,Business & Finance",Social Media Manager Startup,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$35k–$65k,$35k–$65k
8.11,media social,0.024,Social Media Strategist (Personal Branding),Media & Journalism,"Business & Finance,Design & Creative",Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$48k–$77k
8.11,media social,0.059,Social Media Strategist (Personal Branding),Media & Journalism,"Business & Finance,Design & Creative",Social Media Agency Owner,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$45k–$120k
8.11,media social,0.105,Social Media Strategist (Personal Branding),Media & Journalism,"Business & Finance,Design & Creative",Social Media Startup Founder,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$45k–$75k,$0–$500k+
8.11,media social,0.056,Social Media Strategist (Personal Branding),Media & Journalism,"Business & Finance,Design & Creative",Social Media Monetization Manager,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$45k–$75k,$45k–$85k
8.11,media social,0.114,Social Media Strategist (Personal Branding),Media & Journalism,"Business & Finance,Design & Creative",Social Media Strategist,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$45k–$75k
8.11,media social,0.023,Social Media Strategist (Personal Branding),Media & Journalism,"Business & Finance,Design & Creative",Niche Social Media Brand Owner,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$20k–$150k
8.11,media social,0.135,Social Media Strategist (Personal Branding),Media & Journalism,"Business & Finance,Design & Creative",Social Media Manager (News),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$40k–$65k
8.11,media social,0.139,Social Media Strategist (Personal Branding),Media & Journalism,"Business & Finance,Design & Creative",Social Media Manager (Startup),Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$35k–$65k
8.11,media social,0.108,Social Media Strategist (Personal Branding),Media & Journalism,"Business & Finance,Design & Creative",Social Media Manager,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$45k–$80k
8.11,media social,0.121,Social Media Strategist (Personal Branding),Media & Journalism,"Business & Finance,Design & Creative",Social Media Entrepreneur,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$20k–$150k
8.11,media social,0.167,Social Media Strategist (Personal Branding),Media & Journalism,"Business & Finance,Design & Creative",Social Media Strategist (Solopreneur),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$45k–$150k
8.11,media social,0.118,Social Media Strategist (Personal Branding),Media & Journalism,"Business & Finance,Design & Creative",Social Media Commerce Entrepreneur,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",$45k–$75k,$40k–$120k
8.11,media social,0.135,Social Media Strategist (Personal Branding),Media & Journalism,"Business & Finance,Design & Creative",Social Media Editor,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$45k–$75k,$40k–$65k
8.11,media social,0.139,Social Media Strategist (Personal Branding),Media & Journalism,"Business & Finance,Design & Creative",Social Media Manager Startup,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$35k–$65k
8.11,media social,0.105,Social Media Manager (News Organizations),Media & Journalism,"Design & Creative,Business & Finance",Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$40k–$65k,$48k–$77k
8.11,media social,0.0,Social Media Manager (News Organizations),Media & Journalism,"Design & Creative,Business & Finance",Social Media Agency Owner,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$40k–$65k,$45k–$120k
8.11,media social,0.108,Social Media Manager (News Organizations),Media & Journalism,"Design & Creative,Business & Finance",Social Media Startup Founder,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$40k–$65k,$0–$500k+
8.11,media social,0.057,Social Media Manager (News Organizations),Media & Journalism,"Design & Creative,Business & Finance",Social Media Monetization Manager,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$40k–$65k,$45k–$85k
8.11,media social,0.152,Social Media Manager (News Organizations),Media & Journalism,"Design & Creative,Business & Finance",Social Media Strategist,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$40k–$65k,$45k–$75k
8.11,media social,0.049,Social Media Manager (News Organizations),Media & Journalism,"Design & Creative,Business & Finance",Niche Social Media Brand Owner,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$40k–$65k,$20k–$150k
8.11,media social,0.081,Social Media Manager (News Organizations),Media & Journalism,"Design & Creative,Business & Finance",Social Media Manager (Startup),Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$40k–$65k,$35k–$65k
8.11,media social,0.081,Social Media Manager (News Organizations),Media & Journalism,"Design & Creative,Business & Finance",Social Media Manager,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$40k–$65k,$45k–$80k
8.11,media social,0.091,Social Media Manager (News Organizations),Media & Journalism,"Design & Creative,Business & Finance",Social Media Entrepreneur,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$40k–$65k,$20k–$150k
8.11,media social,0.139,Social Media Manager (News Organizations),Media & Journalism,"Design & Creative,Business & Finance",Social Media Strategist (Solopreneur),Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$40k–$65k,$45k–$150k
8.11,media social,0.088,Social Media Manager (News Organizations),Media & Journalism,"Design & Creative,Business & Finance",Social Media Commerce Entrepreneur,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",$40k–$65k,$40k–$120k
8.11,media social,0.108,Social Media Manager (News Organizations),Media & Journalism,"Design & Creative,Business & Finance",Social Media Editor,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$40k–$65k,$40k–$65k
8.11,media social,0.081,Social Media Manager (News Organizations),Media & Journalism,"Design & Creative,Business & Finance",Social Media Manager Startup,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$40k–$65k,$35k–$65k
8.11,media social,0.024,Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Social Media Manager (News Organization),Media & Journalism,"Tech & Engineering,Design & Creative",$48k–$77k,$40k–$65k
8.11,media social,0.105,Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Social Media Analyst (Trends),Media & Journalism,"Business & Finance,Tech & Engineering",$48k–$77k,$48k–$85k
8.11,media social,0.132,Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Social Media Strategist (News Organization),Media & Journalism,"Business & Finance,Design & Creative",$48k–$77k,$45k–$75k
8.11,media social,0.071,Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Social Media Startup Founder,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$48k–$77k,$0–$500k+
8.11,media social,0.105,Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Social Media Management Agency Owner,Entrepreneurship,"Media & Journalism,Design & Creative",$48k–$77k,$45k–$120k
8.11,media social,0.128,Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Social Media Manager (Media Company),Media & Journalism,"Design & Creative,Business & Finance",$48k–$77k,$40k–$65k
8.11,media social,0.0,Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Social Media Monetization Manager,Entrepreneurship,"Business & Finance,Tech & Engineering,Science & Research",$48k–$77k,$45k–$85k
8.11,media social,0.081,Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Social Media Management Agency Founder,Entrepreneurship,"Media & Journalism,Design & Creative",$48k–$77k,$45k–$120k
